Course Name,Course,Schedule,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
34106 01,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2024,55,19,34.5,8.4,4.4,4.5,4.6,4.3,4.4
34106 81,34106,81,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2024,53,18,34,9.6,4.4,4.6,4.8,4.7,4.6
34111 01,34111,1,Entrepreneurial Selling,Michael,Alter,Autumn 2024,56,42,75,4.1,4.8,4.9,4.7,4.5,4.5
34111 85,34111,85,Entrepreneurial Selling,Michael,Alter,Autumn 2024,50,45,90,4.7,4.8,4.8,4.7,4.6,4.6
34208 01,34208,1,Outperform & Outlast:  Operating and Investing in Closely Held Businesses,Jamie,Shah,Autumn 2024,35,13,37.1,4,4.8,4.9,4.7,4.8,4.8
34210 01,34210,1,Entrepreneurship in Healthcare and Life Sciences,Brian,Coe,Autumn 2024,46,17,37,5,4.4,4.6,4.3,4.2,4.1
34220 85,34220,85,Advanced New Venture Strategy Workshop,James,Schrager,Autumn 2024,39,8,20.5,2.5,4.5,4.5,4.6,4.6,4.8
34302 01,34302,1,Entrepreneurship through Acquisition,Keith,Burns,Autumn 2024,63,47,74.6,3.9,4.6,4.8,4.7,4.6,4.7
34302 01,34302,1,Entrepreneurship through Acquisition,Michael,Curry Jr.,Autumn 2024,63,47,74.6,3.9,4.7,4.8,4.7,4.6,4.7
34305 01,34305,1,Private Equity Transactions,Stephen,Ritchie,Autumn 2024,30,9,30,3.7,4.7,4.1,4.3,4,4.4
34704 81,34704,81,Real Estate Lab: Real Estate Challenge,Joseph,Pagliari Jr.,Autumn 2024,14,8,57.1,4.8,4.9,4.9,5,5,4.9
34705 01,34705,1,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2024,51,26,51,4.3,4.1,4,3.8,3.6,3.8
34705 02,34705,2,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2024,49,22,44.9,3.7,4,4.1,4.2,4,3.9
34901 50,34901,50,Asset Pricing I,Lars P,Hansen,Autumn 2024,9,2,22.2,15,4,4,5,4.5,4.5
34901 50,34901,50,Asset Pricing I,John,Heaton,Autumn 2024,9,2,22.2,15,4.5,4.5,5,4.5,4.5
35000 01,35000,1,Investments,Anthony,Zhang,Autumn 2024,47,16,34,4.1,4,4.2,4.1,3.8,3.7
35000 02,35000,2,Investments,Anthony,Zhang,Autumn 2024,48,13,27.1,4.4,4.6,4.8,4.4,4.3,4.3
35000 03,35000,3,Investments,Ian,Dew-Becker,Autumn 2024,50,23,46,3.1,4.6,4.4,4.3,4,4.2
35000 04,35000,4,Investments,Bruce,Carlin,Autumn 2024,46,17,37,6.6,4.2,4.1,4.3,4.2,4
35000 05,35000,5,Investments,Bruce,Carlin,Autumn 2024,48,14,29.2,5.1,4.3,4.1,4.7,4.6,4.5
35000 81,35000,81,Investments,Bruce,Carlin,Autumn 2024,64,30,46.9,5.3,4.7,4.6,4.7,4.6,4.5
35001 01,35001,1,Introductory Finance,G M,Constantinides,Autumn 2024,30,8,26.7,4.4,3.5,3.1,3.8,3.3,3.4
35001 81,35001,81,Introductory Finance,G M,Constantinides,Autumn 2024,18,6,33.3,4.2,4,4,4.5,4,4
35001 85,35001,85,Introductory Finance,G M,Constantinides,Autumn 2024,26,6,23.1,4.2,4,3.7,4.5,4.2,4
35050 50,35050,50,Asset Pricing I,Lars P,Hansen,Autumn 2024,9,5,55.6,18.6,3.6,3.6,4,3.8,3.6
35050 50,35050,50,Asset Pricing I,John,Heaton,Autumn 2024,9,5,55.6,18.6,4,4.2,4,3.8,3.6
35070 50,35070,50,Corporate Finance I,Douglas W,Diamond,Autumn 2024,3,2,66.7,17.5,5,5,5,5,5
35101 50,35101,50,International Macroeconomics and Trade,Rodrigo,Adao,Autumn 2024,13,3,23.1,10,5,5,5,5,5
35136 01,35136,1,Blockchains and Decentralized Finance,Anthony,Zhang,Autumn 2024,38,14,36.8,3.6,4,4.1,3.8,3.9,3.8
35200 01,35200,1,Corporation Finance,Andres,Sarto,Autumn 2024,30,22,73.3,3.2,4.5,4.3,4.6,4.5,4.5
35200 02,35200,2,Corporation Finance,Andres,Sarto,Autumn 2024,64,44,68.8,2.9,4,3.9,4.1,3.7,3.7
35200 81,35200,81,Corporation Finance,Andres,Sarto,Autumn 2024,45,29,64.4,4.7,3.9,3.9,4.1,3.8,3.9
35201 01,35201,1,Cases in Financial Management,Laura,Born,Autumn 2024,65,31,47.7,6.4,4.9,4.8,4.9,4.8,4.8
35201 81,35201,81,Cases in Financial Management,Laura,Born,Autumn 2024,61,31,50.8,6.5,4.9,4.9,4.8,4.8,4.8
35215 01,35215,1,Behavioral and Institutional Finance,Robert Ward,Vishny,Autumn 2024,63,20,31.7,4.4,4.5,4.1,4.3,4.1,4.2
35215 85,35215,85,Behavioral and Institutional Finance,Robert Ward,Vishny,Autumn 2024,52,26,50,4.5,4.5,4,4.1,4,4
35222 01,35222,1,Corporate Governance and Activism - Board and Director Roles in Critical Decisions,Carlin,Adrianopoli,Autumn 2024,65,30,46.2,2.8,4.4,4.4,4.4,4.2,4.3
35222 01,35222,1,Corporate Governance and Activism - Board and Director Roles in Critical Decisions,Stephen,Hessler,Autumn 2024,65,30,46.2,2.8,4.4,4.4,4.4,4.2,4.3
35222 01,35222,1,Corporate Governance and Activism - Board and Director Roles in Critical Decisions,Robert,Schriesheim,Autumn 2024,65,30,46.2,2.8,4.5,4.5,4.4,4.2,4.3
36106 01,36106,1,Managerial Decision Modeling,Varun,Gupta,Autumn 2024,24,12,50,6.3,4.6,4.4,4.3,4.1,4.2
36106 02,36106,2,Managerial Decision Modeling,Varun,Gupta,Autumn 2024,39,11,28.2,5.2,4.3,4.2,4.3,4.1,4.2
36106 03,36106,3,Managerial Decision Modeling,Rad,Niazadeh,Autumn 2024,44,34,77.3,7.1,4.1,4.4,4.5,4.1,4.1
36106 04,36106,4,Managerial Decision Modeling,Rad,Niazadeh,Autumn 2024,39,32,82.1,8.3,3.9,4.1,4.5,4.1,3.7
36106 05,36106,5,Managerial Decision Modeling,Rad,Niazadeh,Autumn 2024,33,28,84.8,8.7,4.1,4.4,4.4,4.1,4
36106 85,36106,85,Managerial Decision Modeling,Varun,Gupta,Autumn 2024,41,20,48.8,7.8,4.1,3.8,4.3,3.9,3.9
36110 01,36110,1,Application Development,Raghuveera,Betina,Autumn 2024,21,13,61.9,9.9,4.8,4.8,4.8,4.7,4.5
36110 85,36110,85,Application Development,Raghuveera,Betina,Autumn 2024,19,12,63.2,10.1,4.9,4.8,4.8,4.8,4.7
37000 01,37000,1,Marketing Strategy,Avner,Strulov-Shlain,Autumn 2024,56,27,48.2,3.7,4,3.7,3.9,3.5,3.5
37000 02,37000,2,Marketing Strategy,Avner,Strulov-Shlain,Autumn 2024,32,19,59.4,3.4,4.2,4.2,4.2,3.8,3.8
37000 03,37000,3,Marketing Strategy,Avner,Strulov-Shlain,Autumn 2024,42,16,38.1,5,3.9,4,4.3,3.9,3.9
37000 04,37000,4,Marketing Strategy,Andreas,Kraft,Autumn 2024,61,40,65.6,4.3,3.7,3.5,3.7,3.3,3.2
37000 81,37000,81,Marketing Strategy,Andreas,Kraft,Autumn 2024,16,14,87.5,4.4,4.6,4.5,4.6,4.4,4.3
37105 81,37105,81,Data Science for Marketing Decision Making,Giovanni,Compiani,Autumn 2024,40,26,65,6,4.5,4,4.1,3.7,4
37110 01,37110,1,Marketing Strategy (with Sustainability Simulation),Pradeep,Chintagunta,Autumn 2024,56,33,58.9,3.5,4.8,4.9,4.6,4.4,4.8
37200 01,37200,1,New Products and Services,Arthur,Middlebrooks,Autumn 2024,54,41,75.9,6,4.5,4.4,4.3,3.8,3.8
37200 02,37200,2,New Products and Services,Arthur,Middlebrooks,Autumn 2024,43,34,79.1,5,4.4,4.3,4.3,3.9,4
37200 81,37200,81,New Products and Services,Arthur,Middlebrooks,Autumn 2024,38,31,81.6,5.9,4.6,4.5,4.5,4.2,4.3
37301 81,37301,81,Digital Marketing,Lil,Mohan,Autumn 2024,42,32,76.2,4.3,4.6,4.5,4.6,4.4,4.4
37703 85,37703,85,Digital Marketing and MarTech Lab,Lil,Mohan,Autumn 2024,30,13,43.3,6.1,4.2,4,4.3,3.8,3.6
37902 50,37902,50,Foundations of Advanced Quantitative Marketing,Pradeep,Chintagunta,Autumn 2024,7,2,28.6,7,5,5,5,5,5
38001 01,38001,1,Managing in Organizations,Ann,McGill,Autumn 2024,59,25,42.4,3.5,4.5,4.2,3.9,3.6,3.4
38001 02,38001,2,Managing in Organizations,Ann,McGill,Autumn 2024,60,21,35,3.2,4.3,4.4,4.1,3.9,4
38001 81,38001,81,Managing in Organizations,Ann,McGill,Autumn 2024,56,15,26.8,3.7,4.1,4.3,4.2,3.7,3.7
38002 01,38002,1,Managerial Decision Making,Reid,Hastie,Autumn 2024,26,6,23.1,2.3,4.5,4.2,4.2,3.8,4
38002 02,38002,2,Managerial Decision Making,Reid,Hastie,Autumn 2024,32,9,28.1,3.6,4.1,4.1,4,3.9,3.6
38003 01,38003,1,Power and Influence in Organizations,A. David,Nussbaum,Autumn 2024,42,25,59.5,3.6,4.3,3.8,3.9,3.6,3.8
38003 02,38003,2,Power and Influence in Organizations,A. David,Nussbaum,Autumn 2024,64,34,53.1,2.7,4.1,3.7,3.9,3.6,3.4
38003 81,38003,81,Power and Influence in Organizations,A. David,Nussbaum,Autumn 2024,22,9,40.9,4.4,4.4,4,4,3.7,3.8
38101 81,38101,81,Persuasion: Effective Business Communication,Hal,Weitzman,Autumn 2024,23,20,87,2.4,4.7,4.9,4.6,4.4,4.4
38103 01,38103,1,Strategies and Processes of Negotiation,Joshua,Dean,Autumn 2024,55,23,41.8,2.5,4.5,4.6,4.6,4.4,4.5
38103 02,38103,2,Strategies and Processes of Negotiation,Joshua,Dean,Autumn 2024,55,21,38.2,2.4,4.4,4.3,4.6,4.5,4.6
38103 81,38103,81,Strategies and Processes of Negotiation,Joshua,Dean,Autumn 2024,53,23,43.4,2.8,4.6,4.7,4.7,4.6,4.7
38126 01,38126,1,Culture (And Why it Matters),Thomas,Talhelm,Autumn 2024,63,15,23.8,2.5,4.3,4.3,3.6,3.2,3.3
38126 02,38126,2,Culture (And Why it Matters),Thomas,Talhelm,Autumn 2024,63,24,38.1,2.4,4.4,4.6,3.8,3.5,3.8
38126 81,38126,81,Culture (And Why it Matters),Thomas,Talhelm,Autumn 2024,29,13,44.8,3.2,3.8,4.3,3.8,3.2,3.8
38913 50,38913,50,Foundations of Judgment and Decision Making,Reid,Hastie,Autumn 2024,12,1,8.3,4,5,5,5,5,5
38913 50,38913,50,Foundations of Judgment and Decision Making,George,Wu,Autumn 2024,12,1,8.3,4,5,5,5,5,5
39101 01,39101,1,Technology Strategy,Marc James,Knez,Autumn 2024,59,19,32.2,4.1,4.2,4.2,4.4,4,4.1
39101 81,39101,81,Technology Strategy,Marc James,Knez,Autumn 2024,42,12,28.6,4.1,4.3,4,4.5,4.1,4
40000 01,40000,1,Operations Management: Business Process Fundamentals,Rene,Caldentey,Autumn 2024,49,20,40.8,4.7,4.4,4.1,4.2,4,3.8
40000 81,40000,81,Operations Management: Business Process Fundamentals,Rene,Caldentey,Autumn 2024,40,12,30,4.6,4.2,4.3,4.3,3.8,4
40101 01,40101,1,Supply Chain Strategy and Practice,Nicole,Dehoratius,Autumn 2024,62,22,35.5,4.2,4.7,4.4,4.5,4.3,4.4
40101 50,40101,50,Advanced Industrial Organization I,Chad,Syverson,Autumn 2024,16,7,43.8,4.4,4.6,4.7,4.7,4.6,4.7
40101 81,40101,81,Supply Chain Strategy and Practice,Nicole,Dehoratius,Autumn 2024,56,28,50,3.9,4.5,4.5,4.4,4.3,4.4
40911 50,40911,50,Queueing Models for Service Operations Management,Amy,Ward,Autumn 2024,6,3,50,7,5,5,5,5,5
41000 01,41000,1,Business Statistics,Tetsuya,Kaji,Autumn 2024,65,23,35.4,2.7,3,3.2,3.6,3.1,3
41000 02,41000,2,Business Statistics,Tetsuya,Kaji,Autumn 2024,65,33,50.8,2.5,2.5,2.8,2.8,2.6,2.7
41000 03,41000,3,Business Statistics,Nicholas G,Polson,Autumn 2024,63,18,28.6,2.7,2,2.8,2.8,2.3,2.3
41000 04,41000,4,Business Statistics,Nikhyl,Aragam,Autumn 2024,65,22,33.8,3.2,4.6,4.7,4.3,4,4.4
41000 05,41000,5,Business Statistics,Nikhyl,Aragam,Autumn 2024,63,24,38.1,3.3,4.3,4.4,4.2,4,4.1
41000 06,41000,6,Business Statistics,Jeffrey R,Russell,Autumn 2024,58,28,48.3,7.5,4.2,4.1,4,3.8,4
41000 07,41000,7,Business Statistics,Jeffrey R,Russell,Autumn 2024,57,33,57.9,7.6,4.6,4.4,4.4,4.3,4.2
41000 81,41000,81,Business Statistics,Nikhyl,Aragam,Autumn 2024,54,20,37,4.7,3.4,3.8,3.5,3.2,3.3
41000 85,41000,85,Business Statistics,Nicholas G,Polson,Autumn 2024,16,5,31.3,3.6,3.8,4.4,4.6,4.6,4.4
41100 01,41100,1,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2024,65,29,44.6,4.1,4.7,4.7,4.6,4.2,4.5
41100 02,41100,2,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2024,56,26,46.4,4.1,4.5,4.6,4.5,4.3,4.5
41175 50,41175,50,Behavioral Economics - Development & Observational Data,Joshua,Dean,Autumn 2024,13,3,23.1,5,5,5,5,5,5
41175 50,41175,50,Behavioral Economics - Development & Observational Data,Devin,Pope,Autumn 2024,13,3,23.1,5,5,5,5,5,5
41210 01,41210,1,Financial Analytics,Dacheng,Xiu,Autumn 2024,59,22,37.3,12.4,4.5,4.5,4.6,4.5,4.4
41210 02,41210,2,Financial Analytics,Dacheng,Xiu,Autumn 2024,56,20,35.7,9.9,4.8,4.7,4.6,4.5,4.6
41901 50,41901,50,Probability and Statistics,Tetsuya,Kaji,Autumn 2024,14,5,35.7,6.2,4.8,4.6,4.2,4,4.2
41916 50,41916,50,"Bayes, AI and Deep Learning",Nicholas G,Polson,Autumn 2024,17,8,47.1,5.3,4.3,4.6,4.6,4.4,4.5
42001 01,42001,1,Competitive Strategy,Thomas,Wollmann,Autumn 2024,63,15,23.8,4.3,4.7,4.8,4.6,4.3,4.7
42001 02,42001,2,Competitive Strategy,Thomas,Wollmann,Autumn 2024,64,28,43.8,3.5,4.8,4.9,4.6,4.6,4.8
42001 03,42001,3,Competitive Strategy,Kathleen,Fitzgerald,Autumn 2024,35,12,34.3,6,4,4.1,4,3.9,3.9
42001 04,42001,4,Competitive Strategy,Kathleen,Fitzgerald,Autumn 2024,58,18,31,4,4.5,4.5,4.4,4.3,4.4
42001 81,42001,81,Competitive Strategy,Thomas,Wollmann,Autumn 2024,64,29,45.3,3.6,4.8,5,4.7,4.5,4.7
42001 82,42001,82,Competitive Strategy,Thomas,Covert,Autumn 2024,17,13,76.5,4.2,4,4.2,4.2,3.5,3.5
42001 85,42001,85,Competitive Strategy,Thomas,Covert,Autumn 2024,36,21,58.3,4.5,4.4,4.1,4.1,3.9,3.9
42116 01,42116,1,Game Theory,Emir,Kamenica,Autumn 2024,65,36,55.4,4.3,4.5,4.6,4.6,4.4,4.5
42116 81,42116,81,Game Theory,Emir,Kamenica,Autumn 2024,61,35,57.4,4.7,3.9,4.3,3.9,3.4,3.7
42121 81,42121,81,Merger & Acquisition Strategy,Stephen,Morrissette,Autumn 2024,66,44,66.7,5.6,4.8,4.8,4.8,4.8,4.8
42123 01,42123,1,"Reputation, Regulation and Communications - How Media Influences Business",Guy,Rolnik,Autumn 2024,48,18,37.5,4.2,4.6,4.9,4.8,4.7,4.8
42123 81,42123,81,"Reputation, Regulation and Communications - How Media Influences Business",Guy,Rolnik,Autumn 2024,26,13,50,3.4,4.8,4.9,4.8,4.8,4.8
42125 81,42125,81,Social Sector Strategy and Structure,Christina,Hachikian,Autumn 2024,35,14,40,4.2,4.7,4.8,4.5,4.4,4.6
42126 01,42126,1,Arts Leadership: Exemplary is Not Enough,Mary,Ittelson,Autumn 2024,25,14,56,3.1,4.5,4.6,4.6,4.4,4.3
42132 81,42132,81,Strategy and Digital Disruption,Paul,Mang,Autumn 2024,17,13,76.5,2.8,3.4,3.9,3.5,3.2,3.3
42201 81,42201,81,The Legal Infrastructure of Business,Randal,Picker,Autumn 2024,57,34,59.6,2.7,4.3,4.4,3.9,3.8,4.1
42201 85,42201,85,The Legal Infrastructure of Business,Randal,Picker,Autumn 2024,42,30,71.4,3.5,4.3,4.6,4,4,4.2
42705 01,42705,1,"Reputation, Regulation and Communications-How Media Influences Business-Lab",Guy,Rolnik,Autumn 2024,10,7,70,3.1,4.7,5,4.9,4.7,4.9
34111 01,34111,1,Entrepreneurial Selling,Michael,Alter,Spring 2021,57,22,38.6,5,4.2,4.5,4.2,4,3.9
33471 01,33471,1,"Business, Politics, and Ethics",Brian,Barry,Spring 2021,41,17,41.5,4.5,4.1,3.9,3.9,3.8,4
42003 81,42003,81,Literature and Strategic Leadership,Brian,Barry,Spring 2021,19,8,42.1,4.5,4.4,4.1,4,3.5,4.3
37101 01,37101,1,Consumer Behavior,Daniel,Bartels,Spring 2021,70,28,40,3.1,4.1,4,3.9,3.4,3.7
37101 81,37101,81,Consumer Behavior,Daniel,Bartels,Spring 2021,62,36,58.1,3.4,4.3,4.3,4.1,3.9,4.1
37101 85,37101,85,Consumer Behavior,Daniel,Bartels,Spring 2021,47,29,61.7,4.6,4.3,4.5,4.3,4.2,4.4
30121 81,30121,81,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Spring 2021,36,17,47.2,4.1,4.4,3.9,4.2,4.2,4.2
30121 85,30121,85,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Spring 2021,16,9,56.3,4.6,4.7,4.4,4.6,4.3,4.3
33305 01,33305,1,The Firm and the Non-Market Environment,Marianne,Bertrand,Spring 2021,70,28,40,3.6,4.2,3.9,4.1,3.8,4
33305 81,33305,81,The Firm and the Non-Market Environment,Marianne,Bertrand,Spring 2021,66,37,56.1,4.1,4.4,4.1,4.2,3.9,4
33305 85,33305,85,The Firm and the Non-Market Environment,Marianne,Bertrand,Spring 2021,69,40,58,4.7,4.5,4.3,4.2,4,4.2
36110 01,36110,1,Application Development,Raghuveera,Betina,Spring 2021,29,12,41.4,7.1,4.6,4.6,4.8,4.5,4.4
36110 02,36110,2,Application Development,Raghuveera,Betina,Spring 2021,30,10,33.3,16.3,4.5,4.5,4.5,4.4,4.3
36111 81,36111,81,Application Development II,Raghuveera,Betina,Spring 2021,26,13,50,10.5,4.6,4.9,5,5,4.9
34102 81,34102,81,New Venture Strategy,Gregory,Bunch,Spring 2021,53,25,47.2,4.1,4.2,4.4,4.2,3.9,4
40108 85,40108,85,Revenue Management,Rene,Caldentey,Spring 2021,50,27,54,6.9,4,4.1,4.3,4,3.6
31401 02,31401,2,Interpersonal Dynamics,Christine,Carpenter,Spring 2021,12,12,100,4.1,4.8,4.6,4.9,4.8,4.9
31402 01,31402,1,Leadership Practicum,Christopher,Collins,Spring 2021,35,9,25.7,2.7,4.6,4.3,4.4,4.2,4.6
35213 01,35213,1,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Spring 2021,53,15,28.3,4.2,4.3,4.3,4,3.9,4.1
35213 81,35213,81,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Spring 2021,22,16,72.7,6,4.4,4.6,4.6,4.4,4.6
35213 85,35213,85,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Spring 2021,23,15,65.2,4.9,4.6,4.6,4.5,4.5,4.6
31403 01,31403,1,Leadership Studio,Harry L,Davis,Spring 2021,24,11,45.8,2.6,4.4,3.9,4.1,4,4
31403 81,31403,81,Leadership Studio,Harry L,Davis,Spring 2021,19,10,52.6,3.4,4.7,4.8,4.6,4.4,4.5
42709 01,42709,1,Consulting Lab,Harry L,Davis,Spring 2021,35,22,62.9,9.4,4.5,4.4,4.7,4.6,4.6
35202 01,35202,1,Financial Markets and Institutions,Douglas W,Diamond,Spring 2021,19,10,52.6,5.7,4.8,4.6,4.8,4.7,4.8
35202 85,35202,85,Financial Markets and Institutions,Douglas W,Diamond,Spring 2021,11,7,63.6,4.7,4.7,4.7,4.6,4.3,4.4
37202 01,37202,1,Pricing Strategies,Jean-Pierre,Dube,Spring 2021,69,34,49.3,5.5,4.6,4.6,4.6,4.4,4.6
37202 81,37202,81,Pricing Strategies,Jean-Pierre,Dube,Spring 2021,69,46,66.7,6.9,4.7,4.7,4.8,4.7,4.7
37202 85,37202,85,Pricing Strategies,Jean-Pierre,Dube,Spring 2021,69,44,63.8,6.2,4.6,4.8,4.7,4.6,4.7
36109 01,36109,1,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2021,29,15,51.7,4.8,4.6,4.6,4.7,4.6,4.7
36109 81,36109,81,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2021,24,12,50,4.9,4.7,4.6,4.8,4.5,4.3
36109 85,36109,85,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2021,20,11,55,4.1,4.8,4.6,4.8,4.7,4.6
35908 50,35908,50,Research Projects: Finance,Eugene,Fama,Spring 2021,10,6,60,14.3,5,5,4.8,5,5
38001 01,38001,1,Managing in Organizations,Ayelet,Fishbach,Spring 2021,69,27,39.1,3.2,4.5,4.3,4.3,4.1,4.2
38001 02,38001,2,Managing in Organizations,Ayelet,Fishbach,Spring 2021,69,37,53.6,3.8,4.1,4,4,3.7,3.9
38001 81,38001,81,Managing in Organizations,Ayelet,Fishbach,Spring 2021,68,50,73.5,3.4,4.4,4.3,4.2,4,4.2
42714 81,42714,81,Integrated Strategic Management Lab,Kathleen,Fitzgerald,Spring 2021,10,5,50,5.2,4.6,4.8,4.8,4.8,4.8
34115 81,34115,81,New Social Ventures,Robert H,Gertner,Spring 2021,11,5,45.5,10.4,4.4,4.2,4.6,4.6,4.4
42117 01,42117,1,Platform Competition,Austan D,Goolsbee,Spring 2021,62,18,29,3.6,4.5,4.6,4.4,4.4,4.4
42117 02,42117,2,Platform Competition,Austan D,Goolsbee,Spring 2021,65,21,32.3,3.9,4.4,4.6,4.4,4.3,4.6
42117 81,42117,81,Platform Competition,Austan D,Goolsbee,Spring 2021,63,24,38.1,4.1,4.6,4.7,4.5,4.4,4.5
35000 01,35000,1,Investments,Niels,Gormsen,Spring 2021,70,33,47.1,4.2,4.5,4.2,4.2,4,4.1
35000 02,35000,2,Investments,Niels,Gormsen,Spring 2021,70,32,45.7,4.3,4.5,4.4,4.4,4.2,4.3
35000 81,35000,81,Investments,Niels,Gormsen,Spring 2021,70,42,60,4.7,4,4,4.2,3.9,4.1
33040 01,33040,1,Macroeconomics,Veronica,Guerrieri,Spring 2021,53,27,50.9,5.3,3.6,3.3,3.7,3.5,3.4
33040 02,33040,2,Macroeconomics,Veronica,Guerrieri,Spring 2021,35,18,51.4,4.9,3.8,3.8,4,3.7,3.6
36106 01,36106,1,Managerial Decision Modeling,Varun,Gupta,Spring 2021,44,14,31.8,6.6,4.2,3.6,4.1,3.9,3.9
36106 81,36106,81,Managerial Decision Modeling,Varun,Gupta,Spring 2021,42,20,47.6,6,4.3,4.2,4.4,4.1,4.3
42710 01,42710,1,Social Impact Lab,Christina,Hachikian,Spring 2021,11,8,72.7,11.4,4,4,4.5,4.4,4.3
30130 01,30130,1,Financial Statement Analysis,John Roderick,Hand,Spring 2021,62,35,56.5,7.4,4.7,4.7,4.6,4.5,4.6
30130 81,30130,81,Financial Statement Analysis,John Roderick,Hand,Spring 2021,63,39,61.9,7.5,4.7,4.8,4.8,4.7,4.7
41903 50,41903,50,Applied Econometrics,Christian,Hansen,Spring 2021,31,15,48.4,7.9,4.7,4.6,4.7,4.7,4.7
35121 01,35121,1,Behavioral Finance,Samuel,Hartzmark,Spring 2021,39,14,35.9,2.9,3.8,3.9,4,3.5,3.7
35121 81,35121,81,Behavioral Finance,Samuel,Hartzmark,Spring 2021,31,14,45.2,6.3,4.1,4.1,4.1,4.1,4.1
35219 01,35219,1,Chinese Economy and Financial Markets,Zhiguo,He,Spring 2021,53,19,35.9,4.8,4.5,4.5,4.6,4.6,4.7
35130 81,35130,81,Fixed Income Asset Pricing,John,Heaton,Spring 2021,22,12,54.6,9.5,3.8,3.5,4.3,3.9,3.8
34702 81,34702,81,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2021,85,27,31.8,9.2,4.3,4.2,4.7,4.6,4.6
34702 82,34702,82,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2021,75,67,89.3,17.8,4.6,4.6,4.6,4.4,4.5
37103 01,37103,1,Data-Driven Marketing,Guenter,Hitsch,Spring 2021,63,23,36.5,6,4.6,4.1,4.4,4.4,4.4
37103 81,37103,81,Data-Driven Marketing,Guenter,Hitsch,Spring 2021,51,22,43.1,5.9,4.6,4.3,4.7,4.6,4.5
33222 81,33222,81,Sports Analytics,John P,Huizinga,Spring 2021,22,7,31.8,8.6,4.7,4.4,4.1,3.7,3.7
41185 50,41185,50,Behavioral Economics - Theory & the Lab,Alex,Imas,Spring 2021,7,6,85.7,7,4.5,4.5,4.5,4.2,4.3
35200 01,35200,1,Corporation Finance,Jessica,Jeffers,Spring 2021,70,37,52.9,4.4,3.6,3.4,3.7,3.3,3.4
35200 02,35200,2,Corporation Finance,Jessica,Jeffers,Spring 2021,68,28,41.2,4.8,3.8,3.5,3.8,3.7,3.5
35200 81,35200,81,Corporation Finance,Jessica,Jeffers,Spring 2021,52,21,40.4,4.5,4,4.1,4.3,4.1,4.1
42116 01,42116,1,Game Theory,Emir,Kamenica,Spring 2021,47,20,42.6,4.2,3.8,4,3.8,3.7,3.5
42116 81,42116,81,Game Theory,Emir,Kamenica,Spring 2021,27,16,59.3,5.1,3.9,4,4,3.8,3.8
42116 85,42116,85,Game Theory,Emir,Kamenica,Spring 2021,21,15,71.4,10.9,4.4,4.6,4.4,4.3,4.5
34104 01,34104,1,Special Topics in Entrepreneurship: Developing a New Venture (New Venture Challenge),Steven Neil,Kaplan,Spring 2021,45,21,46.7,18.3,4.1,4.1,4.5,4.7,4.7
33403 01,33403,1,Advanced Macroeconomics,Anil K,Kashyap,Spring 2021,17,12,70.6,6.5,4.8,4.9,4.7,4.7,4.8
33403 81,33403,81,Advanced Macroeconomics,Anil K,Kashyap,Spring 2021,16,10,62.5,5.8,4.4,4.5,4.3,4.3,4.4
33502 01,33502,1,International Financial Policy,Rohan,Kekre,Spring 2021,46,20,43.5,4.4,5,4.8,4.7,4.6,4.7
33502 81,33502,81,International Financial Policy,Rohan,Kekre,Spring 2021,39,26,66.7,4.1,4.9,4.7,4.9,4.7,4.8
38919 50,38919,50,Psychology and Social Inequities,Alex,Koch,Spring 2021,7,6,85.7,6.5,4.2,4.2,4.7,4.5,4.5
30120 01,30120,1,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2021,58,24,41.4,4.2,4.4,4.4,4.6,4.4,4.5
30120 81,30120,81,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2021,23,14,60.9,5.4,4.5,4.5,4.7,4.5,4.6
42001 02,42001,2,Competitive Strategy,Sonia,Marciano,Spring 2021,53,25,47.2,3.3,3.8,4.2,3.9,3.8,3.8
